bairro,area_m2,quartos,banheiros,vagas,andar,idade_anos,preco
Ipanema,193,2,3,1,8,31.0,3422979.88
Leblon,90,3,3,3,16,40.0,1564380.73
Barra da Tijuca,207,2,3,3,6,19.0,2493485.02
Barra da Tijuca,247,1,2,0,10,36.0,3002572.34
Barra da Tijuca,338,2,2,0,15,29.0,4546137.16
Barra da Tijuca,203,2,4,2,6,55.0,1947770.91
Laranjeiras,330,3,3,3,24,29.0,2746835.65
Ipanema,331,1,2,3,21,5.0,7944354.01
Tijuca,194,4,5,0,24,44.0,1066636.09
Leblon,167,5,6,1,12,57.0,2391350.39
Tijuca,71,5,6,3,8,52.0,328231.06
Flamengo,112,1,2,0,24,6.0,1044555.63
Copacabana,310,1,1,2,18,59.0,3393489.37
Barra da Tijuca,69,5,6,1,19,20.0,1053830.67
Copacabana,154,5,5,0,4,50.0,1398018.05
Santa Teresa,252,3,4,0,21,37.0,1950722.43
Flamengo,103,2,3,2,13,58.0,777607.3
Botafogo,341,3,4,3,19,20.0,3035669.39
Leblon,236,3,3,0,20,36.0,6241354.49
Ipanema,34,5,6,1,2,40.0,596466.51
Jacarepagua,105,3,4,0,2,9.0,639971.82
Laranjeiras,265,1,1,2,1,46.0,1698054.85
Meier,305,4,4,3,16,8.0,1680550.04
Grajau,326,4,5,3,22,49.0,1713797.78
Barra da Tijuca,301,2,3,1,0,7.0,3831316.24
Tijuca,49,1,2,1,3,,370835.62
Jacarepagua,262,1,3,1,12,29.0,1351803.19
Botafogo,60,5,6,3,9,10.0,512272.04
Santa Teresa,49,3,5,1,2,4.0,512087.94
Leblon,249,3,5,0,15,3.0,6007183.95
Jacarepagua,180,5,6,3,22,17.0,1172027.5
Jacarepagua,235,1,3,0,5,29.0,1157393.77
Copacabana,301,2,3,3,0,2.0,2738045.35
Jacarepagua,47,5,6,0,5,8.0,274020.77
Recreio,196,3,4,2,4,36.0,1325883.71
Botafogo,296,1,1,1,11,19.0,3439611.87
Ipanema,168,4,6,2,2,45.0,2688743.74
Copacabana,195,1,2,1,9,50.0,2044431.74
Copacabana,186,4,5,1,2,1.0,2575559.8
Jacarepagua,319,4,6,1,16,56.0,1890992.92
Ipanema,41,5,6,3,11,41.0,655175.56
Santa Teresa,310,3,5,0,1,49.0,2192031.38
Botafogo,290,2,4,0,1,28.0,2961361.71
Centro,289,5,6,0,12,0.0,1314188.84
Flamengo,158,3,3,2,14,53.0,1213790.17
Jacarepagua,192,4,4,2,4,34.0,848343.53
Grajau,144,1,1,2,8,2.0,1073865.3
Ipanema,106,4,6,0,15,9.0,1726385.84
Botafogo,309,3,5,3,11,12.0,3677031.61
Botafogo,189,2,4,3,2,22.0,2143816.82
Leblon,260,4,6,3,9,26.0,6139183.66
Tijuca,57,1,3,3,4,25.0,474216.62
Tijuca,281,4,6,1,23,52.0,1301732.95
Laranjeiras,239,5,6,2,20,56.0,1474823.25
Tijuca,349,3,3,1,7,40.0,3119103.69
Grajau,68,1,2,2,5,38.0,455043.41
Laranjeiras,200,3,4,1,3,51.0,1485103.25
Grajau,191,3,4,2,18,16.0,1347186.71
Ipanema,199,3,4,3,22,33.0,3291660.55
Santa Teresa,42,2,2,2,6,38.0,199013.23
Centro,178,4,4,3,15,17.0,928810.41
Santa Teresa,122,2,2,3,5,57.0,703285.55
Barra da Tijuca,225,3,3,0,22,14.0,2695249.08
Santa Teresa,100,3,5,3,7,3.0,743996.22
Meier,166,4,5,3,2,19.0,1154827.47
Ipanema,226,4,6,1,22,48.0,3302222.69
Recreio,45,5,6,2,23,22.0,395408.94
Leblon,280,4,6,2,9,13.0,6237747.95
Santa Teresa,257,4,4,3,22,52.0,1838120.14
Tijuca,43,5,6,3,6,9.0,294516.07
Botafogo,46,2,2,0,6,9.0,590825.32
Meier,301,2,2,0,13,53.0,1382104.79
Recreio,117,3,3,0,15,19.0,780719.79
Ipanema,304,3,3,2,9,0.0,5626029.95
Vila Isabel,187,4,4,3,19,26.0,1128045.3
Vila Isabel,136,1,3,2,19,44.0,730316.36
Laranjeiras,113,1,2,0,3,45.0,908952.67
Centro,239,4,5,2,24,5.0,1715018.09
Recreio,60,5,6,1,3,16.0,513145.47
Meier,155,2,4,1,13,37.0,777565.68
Jacarepagua,137,2,2,3,10,39.0,703720.6
Leblon,75,3,4,1,11,,960920.01
Ipanema,139,3,3,2,3,20.0,2552267.03
Botafogo,196,1,2,0,8,51.0,1792835.84
Recreio,245,3,4,1,0,4.0,1739387.49
Leblon,53,5,6,2,24,49.0,1027466.44
Ipanema,308,4,5,2,3,56.0,4445328.98
Vila Isabel,310,5,5,3,12,41.0,1996364.24
Barra da Tijuca,249,4,5,1,5,25.0,3125409.25
Meier,325,5,6,3,4,,1700971.63
Jacarepagua,164,2,3,3,9,26.0,1021651.49
Laranjeiras,292,1,2,1,24,9.0,2830641.53
Laranjeiras,261,1,1,0,11,13.0,2596994.93
Tijuca,207,5,5,1,24,38.0,1277209.02
Vila Isabel,83,4,4,2,20,33.0,578058.67
Barra da Tijuca,206,2,2,3,10,29.0,1823670.54
Vila Isabel,317,5,6,2,22,28.0,2207925.88
Recreio,344,2,4,2,8,4.0,2988057.08
Ipanema,170,3,4,0,12,52.0,2747841.67
Laranjeiras,105,2,3,2,17,57.0,683233.61
Copacabana,267,1,3,3,14,14.0,3231334.6
Laranjeiras,49,2,4,1,20,18.0,470203.23
Copacabana,74,2,3,3,4,37.0,786237.96
Botafogo,207,3,5,0,12,0.0,2034357.53
Centro,346,1,1,3,16,6.0,2382365.37
Santa Teresa,131,2,3,3,8,,575341.08
Recreio,169,3,4,2,21,10.0,1356903.42
Ipanema,129,2,4,2,7,34.0,1527134.16
Botafogo,168,4,5,3,7,52.0,1591220.37
Grajau,27,4,6,1,8,43.0,163560.6
Flamengo,218,5,5,0,16,16.0,2314218.24
Ipanema,218,5,5,3,2,9.0,4621274.1
Barra da Tijuca,127,2,4,0,3,43.0,1253133.5
Botafogo,110,4,6,2,19,24.0,1272568.51
Leblon,272,4,6,1,5,58.0,4397983.67
Vila Isabel,86,3,3,3,2,38.0,451402.41
Centro,40,4,4,3,6,0.0,295649.69
Leblon,38,1,1,1,9,15.0,1060453.04
Centro,311,2,3,2,0,44.0,1361281.34
Recreio,143,5,6,1,20,42.0,1188364.39
Copacabana,58,5,6,1,2,44.0,574554.99
Recreio,310,1,3,3,10,14.0,2700874.19
Leblon,73,3,5,1,5,14.0,1587680.88
Botafogo,134,2,2,3,7,12.0,1362406.8
Grajau,31,1,1,2,1,41.0,80144.29
Flamengo,245,1,2,3,23,0.0,3360657.31
Leblon,252,3,4,2,23,48.0,4208409.05
Vila Isabel,270,4,6,3,3,16.0,1579438.73
Meier,110,3,3,1,4,,510185.84
Grajau,131,2,2,1,22,14.0,835324.61
Laranjeiras,329,4,4,1,10,25.0,2975032.47
Barra da Tijuca,292,4,6,0,1,45.0,2936957.31
Meier,37,5,6,0,3,11.0,174212.79
Jacarepagua,249,2,4,1,10,34.0,1331180.15
Flamengo,289,2,3,3,13,3.0,3016654.19
Botafogo,206,3,3,3,15,10.0,2636226.49
Tijuca,232,3,5,2,3,41.0,1121754.93
Botafogo,25,3,3,1,9,34.0,209705.88
Tijuca,34,5,5,2,6,36.0,238804.43
Leblon,36,1,3,3,13,13.0,712973.44
Copacabana,76,3,4,0,8,,770754.08
Santa Teresa,347,3,3,3,5,25.0,2269275.68
Ipanema,231,2,3,3,20,7.0,4346863.28
Grajau,279,4,4,3,14,53.0,1513547.74
Copacabana,121,5,5,0,11,16.0,1364926.68
Laranjeiras,329,3,5,3,3,43.0,2106101.77
Tijuca,89,1,1,2,1,9.0,714948.43
Jacarepagua,318,1,3,2,19,39.0,2016430.56
Tijuca,35,3,4,0,24,12.0,197165.09
Jacarepagua,31,4,5,1,14,16.0,140430.78
Recreio,50,2,4,1,0,24.0,430260.28
Jacarepagua,282,2,3,3,12,7.0,2138284.8
Barra da Tijuca,108,5,5,1,7,7.0,954424.3
Meier,171,1,3,0,1,45.0,822131.93
Vila Isabel,178,1,2,3,3,20.0,1316585.58
Recreio,281,1,2,0,12,34.0,1829561.03
Barra da Tijuca,138,5,6,3,10,38.0,1887334.86
Ipanema,27,3,4,3,14,,412500.77
Barra da Tijuca,150,1,2,1,17,37.0,1805717.27
Ipanema,118,2,4,2,6,58.0,1385705.46
Leblon,262,5,5,3,7,37.0,5592139.93
Santa Teresa,269,4,5,2,16,20.0,2353563.03
Ipanema,54,2,3,2,4,17.0,1141857.67
Jacarepagua,282,2,3,0,1,48.0,1571614.85
Vila Isabel,47,1,1,2,21,25.0,294974.9
Santa Teresa,226,4,5,2,5,33.0,2268918.02
Leblon,151,1,1,2,3,48.0,3081820.12
Leblon,122,2,3,3,18,,2941363.84
Barra da Tijuca,182,2,4,3,13,13.0,2003608.74
Meier,125,4,5,2,3,3.0,529596.19
Santa Teresa,283,4,6,1,21,4.0,1920272.5
Botafogo,339,4,5,1,6,,2708424.61
Leblon,290,2,2,0,16,30.0,7066836.19
Botafogo,167,2,3,2,16,17.0,1947956.99
Grajau,188,2,2,1,20,12.0,1235547.42
Copacabana,170,1,3,3,18,,1731734.39
Barra da Tijuca,282,4,6,3,17,5.0,3728232.1
Ipanema,204,3,4,3,1,42.0,3265252.69
Leblon,177,3,5,3,23,54.0,2751716.07
Grajau,158,5,5,1,3,27.0,1021974.29
Copacabana,146,1,1,1,6,29.0,1612349.1
Tijuca,204,5,5,2,11,32.0,1183240.76
Grajau,248,4,5,1,7,5.0,2169131.11
Centro,165,2,2,1,14,37.0,825053.2
Ipanema,287,4,5,2,1,21.0,3954737.86
Recreio,293,4,6,1,11,,2548709.71
Santa Teresa,164,2,3,3,8,1.0,1368755.55
Recreio,320,2,3,0,16,52.0,2307001.69
Jacarepagua,81,5,5,1,12,20.0,381253.55
Jacarepagua,327,1,1,2,18,4.0,2351208.72
Centro,120,1,3,3,4,46.0,749760.33
Leblon,208,4,6,2,23,58.0,2936381.0
Vila Isabel,117,5,5,0,9,31.0,707220.35
Santa Teresa,168,3,3,1,8,2.0,1220777.74
Leblon,135,1,3,3,13,59.0,3129603.41
Vila Isabel,254,3,3,1,4,12.0,1877325.59
Vila Isabel,51,2,3,1,20,14.0,353474.93
Laranjeiras,297,5,6,0,6,42.0,1873003.78
Barra da Tijuca,318,4,6,2,23,19.0,3554513.74
Jacarepagua,207,2,3,0,3,5.0,1366702.74
Vila Isabel,202,4,5,1,21,40.0,923476.93
Leblon,252,4,6,2,9,,4288959.33
Vila Isabel,89,4,6,3,15,,463919.92
Grajau,268,2,4,0,21,9.0,2019314.57
Flamengo,96,3,4,1,3,54.0,751860.14
Barra da Tijuca,244,1,3,0,8,43.0,2418890.22
Meier,124,3,5,1,23,14.0,804809.03
Copacabana,267,2,2,3,3,34.0,2350276.99
Grajau,282,3,3,1,2,56.0,1570424.32
Barra da Tijuca,92,5,6,1,13,3.0,1294930.36
Copacabana,225,5,5,1,0,49.0,2222163.47
Laranjeiras,186,3,5,3,24,27.0,2015383.58
Centro,120,4,5,2,22,56.0,536122.63
Centro,216,1,1,2,4,12.0,1119386.08
Copacabana,347,3,4,3,4,43.0,2489720.01
Laranjeiras,25,4,6,2,19,58.0,128724.77
Centro,335,4,6,2,13,,1875730.62
Laranjeiras,303,5,6,2,20,6.0,3021823.29
Vila Isabel,197,3,3,2,24,23.0,1062457.95
Botafogo,223,5,6,0,10,35.0,1847259.82
Botafogo,144,5,6,1,6,37.0,1633546.73
Grajau,66,3,4,3,15,28.0,483232.17
Jacarepagua,210,1,2,0,15,55.0,796175.44
Recreio,290,2,3,3,10,34.0,2005706.54
Tijuca,100,4,4,2,7,38.0,667054.39
Centro,258,3,3,1,6,57.0,1032899.16
Laranjeiras,268,5,5,0,13,56.0,1715453.72
Copacabana,271,5,6,3,10,20.0,2917218.5
Meier,135,1,1,0,11,,834014.11
Santa Teresa,152,5,6,2,2,44.0,1127725.93
Tijuca,160,2,3,0,22,31.0,1001373.78
Tijuca,302,5,5,3,17,26.0,2285748.72
Grajau,317,3,5,0,22,41.0,1956273.27
Copacabana,159,3,3,3,20,39.0,1434016.78
Barra da Tijuca,340,1,3,2,15,54.0,3314030.32
Recreio,210,1,3,0,7,21.0,1339930.31
Laranjeiras,150,3,5,2,16,45.0,1400805.76
Ipanema,25,3,3,3,14,13.0,555041.52
Recreio,223,3,5,0,23,56.0,1427991.59
Leblon,234,1,2,3,5,5.0,4643876.72
Laranjeiras,339,3,4,3,0,,2890709.86
Centro,258,1,3,2,3,6.0,1802110.26
Jacarepagua,34,1,2,1,4,52.0,128239.77
Barra da Tijuca,209,3,3,0,16,57.0,2051476.25
Leblon,266,4,4,1,3,49.0,4444887.22
Grajau,186,4,5,3,3,47.0,894085.64
Centro,164,5,6,2,9,28.0,935520.55
Tijuca,288,5,5,2,19,14.0,1968692.26
Recreio,223,2,2,3,10,59.0,1289434.34
Flamengo,246,4,6,1,6,31.0,2108513.86
Flamengo,175,1,2,0,7,,1069084.7
Recreio,115,5,6,3,20,42.0,587420.14
Tijuca,193,2,2,2,10,42.0,1366086.87
Centro,336,4,4,2,9,21.0,1676130.92
Centro,220,5,5,2,19,25.0,1669727.4
Meier,254,4,5,3,9,26.0,1645742.09
Ipanema,65,5,6,3,8,36.0,921973.17
Jacarepagua,346,1,2,2,18,43.0,2399568.69
Centro,104,1,1,3,8,11.0,699514.76
Santa Teresa,340,4,6,1,12,13.0,2434847.23
Jacarepagua,169,3,4,2,16,2.0,664296.29
Barra da Tijuca,323,1,2,3,5,31.0,4012267.34
Meier,314,4,4,0,3,40.0,1408907.04
Leblon,270,1,2,2,21,12.0,6569095.25
Ipanema,322,5,6,2,7,42.0,4576427.79
Flamengo,223,1,3,2,8,0.0,1921275.05
Santa Teresa,300,3,3,3,14,51.0,1790614.45
Vila Isabel,80,5,5,1,2,41.0,461790.76
Meier,47,3,5,0,1,40.0,196786.31
Copacabana,201,4,5,0,10,42.0,1892587.88
Santa Teresa,288,4,4,3,24,21.0,1783169.18
Recreio,273,5,5,2,14,,1774415.72
Tijuca,196,3,4,2,14,44.0,1022233.94
Grajau,194,5,6,1,15,10.0,1577937.24
Laranjeiras,223,3,3,1,21,55.0,1510297.74
Laranjeiras,307,5,6,3,20,44.0,2391363.42
Tijuca,298,4,6,2,0,18.0,2694032.7
Santa Teresa,60,1,3,3,13,56.0,351138.16
Recreio,218,4,5,3,13,14.0,1714015.55
Jacarepagua,148,5,6,3,5,38.0,802025.53
Laranjeiras,284,1,2,2,24,40.0,1770052.08
Centro,189,5,5,0,6,57.0,991823.37
Leblon,347,1,1,2,20,34.0,8008982.76
Tijuca,165,5,6,2,2,59.0,950480.91
Barra da Tijuca,245,4,4,2,15,17.0,1545856.86
Santa Teresa,60,1,3,0,18,48.0,382159.44
Flamengo,328,4,4,3,12,14.0,2616066.57
Barra da Tijuca,74,1,3,3,2,59.0,800492.74
Laranjeiras,147,3,5,1,3,45.0,1271961.01
Laranjeiras,297,5,6,1,15,37.0,2615859.98
Barra da Tijuca,339,2,4,0,21,3.0,3931046.44
Recreio,182,1,1,3,14,29.0,1732498.08
Grajau,182,3,4,0,2,8.0,1186675.89
Meier,40,2,3,1,19,55.0,221949.39
Leblon,343,1,2,1,11,22.0,7367369.41
Flamengo,30,3,3,1,1,49.0,244937.4
Meier,33,2,4,2,9,,128897.4
Jacarepagua,178,1,1,3,5,6.0,1285957.27
Flamengo,26,2,4,3,24,45.0,246276.7
Grajau,78,1,3,2,22,18.0,670880.98
Tijuca,229,5,5,0,2,6.0,1727445.3
Recreio,254,5,6,3,14,15.0,2121792.92
Leblon,121,2,3,1,0,32.0,2435693.8
Centro,283,5,5,3,11,51.0,1623364.61
Recreio,222,3,5,1,3,41.0,1754889.71
Barra da Tijuca,99,5,5,2,18,,1338841.16
Flamengo,256,1,1,1,1,17.0,1698296.94
Recreio,217,2,4,1,22,18.0,2089607.56
Recreio,288,4,6,0,5,44.0,1534806.22
Recreio,75,2,2,2,6,31.0,557761.56
Botafogo,100,5,5,1,22,1.0,1193798.44
Ipanema,123,3,3,3,22,4.0,1896208.45
Vila Isabel,135,3,3,1,2,4.0,917080.11
Ipanema,313,3,3,3,2,57.0,5383349.44
Tijuca,263,4,5,1,21,30.0,1765797.36
Flamengo,201,1,1,1,24,29.0,2145898.02
Ipanema,200,4,4,0,12,45.0,4002407.57
Centro,312,4,4,2,4,11.0,2037898.39
Flamengo,170,5,6,0,3,1.0,1550805.44
Centro,98,5,6,1,6,16.0,576998.1
Tijuca,69,4,6,3,17,12.0,565861.49
Copacabana,132,3,4,2,2,47.0,1487099.37
Grajau,237,3,4,2,16,49.0,1599094.33
Tijuca,178,2,3,3,20,38.0,695274.75
Vila Isabel,162,5,6,3,3,,680016.12
Leblon,181,2,4,3,24,27.0,3817239.64
Leblon,341,3,5,2,24,14.0,6624052.56
Laranjeiras,349,1,2,1,7,19.0,1381925.3
Santa Teresa,77,2,4,0,2,8.0,532264.69
Vila Isabel,62,2,4,1,8,54.0,305791.9
Laranjeiras,104,3,5,2,6,36.0,768715.06
Botafogo,301,3,4,1,6,46.0,2233265.02
Grajau,174,4,5,2,23,16.0,1257195.44
Flamengo,305,3,4,0,3,43.0,2555227.82
Leblon,235,1,2,0,7,19.0,4502224.81
Ipanema,204,3,4,1,19,26.0,4217911.7
Grajau,116,1,1,0,1,39.0,662615.43
Tijuca,136,5,6,3,1,,632675.11
Laranjeiras,73,4,5,1,7,33.0,498243.0
Leblon,193,2,4,1,24,42.0,3636846.11
Tijuca,116,2,2,1,20,35.0,921386.02
Tijuca,120,1,3,1,23,25.0,769574.97
Tijuca,37,2,4,3,21,55.0,242182.88
Flamengo,284,1,1,2,2,,2079995.1
Grajau,330,5,6,0,10,,2867126.07
Grajau,186,1,3,0,13,53.0,1078833.12
Laranjeiras,199,4,6,0,4,27.0,1493293.19
Botafogo,325,3,5,1,24,44.0,3468085.56
Santa Teresa,191,2,3,2,15,31.0,1548315.23
Meier,227,5,5,3,21,46.0,999025.33
Meier,164,1,3,1,6,52.0,567466.57
Flamengo,192,5,6,0,17,25.0,1969362.74
Laranjeiras,194,4,6,0,2,42.0,1484539.84
Santa Teresa,256,4,4,1,0,30.0,1344798.44
Meier,221,5,6,1,16,47.0,1042586.36
Centro,188,3,3,2,1,11.0,968929.2
Laranjeiras,49,2,4,0,6,43.0,290813.67
Botafogo,318,1,3,0,19,35.0,2993102.3
Tijuca,313,5,5,2,12,27.0,2566630.27
Centro,84,3,3,1,9,22.0,553686.15
Copacabana,120,5,6,1,7,42.0,1344624.16
Tijuca,341,2,3,0,16,,2586282.5
Flamengo,129,5,6,0,23,1.0,1559060.26
Santa Teresa,288,5,6,1,18,56.0,1834934.26
Jacarepagua,280,2,4,1,8,26.0,1268101.8
Barra da Tijuca,304,3,5,3,10,9.0,3424610.33
Recreio,30,4,6,3,2,13.0,218877.03
Flamengo,181,2,3,1,3,49.0,1678611.15
Meier,208,1,3,1,6,19.0,1238603.75
Copacabana,297,2,4,1,9,16.0,2871410.93
Meier,97,3,3,2,24,29.0,514971.06
Recreio,124,1,3,1,21,1.0,1088862.66
Flamengo,83,2,3,3,2,33.0,683695.4
Grajau,272,5,6,3,8,2.0,1802732.99
Santa Teresa,349,1,3,1,1,50.0,2548205.38
Centro,70,1,3,0,1,25.0,368290.07
Barra da Tijuca,100,3,5,0,9,13.0,1311381.77
Recreio,124,1,3,3,23,27.0,1050752.33
Leblon,313,1,2,1,4,10.0,5643859.28
Santa Teresa,169,1,2,1,17,19.0,1349179.37
Vila Isabel,116,1,2,2,9,7.0,881512.73
Vila Isabel,129,5,6,3,13,40.0,872216.01
Tijuca,219,1,1,1,21,58.0,1066758.2
Tijuca,150,3,4,1,20,29.0,817046.25
Vila Isabel,70,4,6,3,20,5.0,492535.63
Meier,291,4,4,0,10,,1920925.07
Flamengo,162,4,5,3,1,49.0,1295518.73
Jacarepagua,108,2,2,2,24,20.0,719837.78
Recreio,261,5,5,0,24,,1809636.04
Centro,267,1,2,0,21,6.0,1569779.43
Vila Isabel,75,1,1,2,11,39.0,277635.89
Barra da Tijuca,48,5,5,3,7,3.0,622555.78
Vila Isabel,39,1,2,0,4,54.0,127479.66
Botafogo,273,1,2,2,9,12.0,3539519.1
Recreio,228,1,1,3,8,4.0,2435874.34
Grajau,282,1,2,2,6,42.0,1640129.96
Santa Teresa,228,1,1,2,23,21.0,1407233.92
Grajau,155,3,4,0,16,41.0,984082.02
Tijuca,216,4,4,2,5,2.0,2102327.81
Vila Isabel,259,1,1,2,15,51.0,1444486.27
Santa Teresa,154,5,6,0,17,18.0,1432630.08
Santa Teresa,322,1,3,1,13,45.0,1971434.7
Copacabana,317,4,5,3,23,56.0,2654769.32
Laranjeiras,285,5,6,3,24,32.0,2520140.87
Santa Teresa,347,3,4,0,10,20.0,1865165.3
Laranjeiras,151,3,3,2,11,18.0,1844904.33
Botafogo,62,1,1,2,5,,567386.22
Laranjeiras,182,2,3,2,19,0.0,2139408.33
Ipanema,267,5,6,2,23,8.0,4788218.72
Jacarepagua,278,2,3,3,16,,1121423.43
Centro,151,1,3,1,5,1.0,1121626.13
Recreio,120,4,5,2,12,17.0,822487.48
Flamengo,169,4,4,2,19,38.0,1577379.04
Botafogo,286,1,2,2,1,15.0,3118977.14
Centro,44,1,2,3,14,55.0,207069.76
Centro,131,1,1,0,16,58.0,531773.9
Centro,99,1,2,3,13,2.0,612227.06
Tijuca,286,4,6,2,16,10.0,1887143.5
Tijuca,177,1,2,3,22,54.0,1206234.87
Botafogo,53,4,5,1,3,1.0,639264.12
Recreio,110,1,1,1,14,29.0,852638.65
Meier,39,5,5,0,19,56.0,154694.56
Barra da Tijuca,179,4,4,3,20,35.0,2779272.58
Recreio,349,2,4,3,11,18.0,2291748.87
Tijuca,209,3,5,1,24,0.0,1348841.59
Botafogo,307,1,2,0,8,23.0,3069957.26
Centro,266,1,3,2,11,32.0,1359628.84
Vila Isabel,311,3,4,2,20,4.0,2537950.97
Tijuca,126,1,2,2,10,31.0,919711.82
Vila Isabel,334,4,5,0,8,24.0,1995698.85
Meier,102,2,2,3,13,19.0,581286.16
Leblon,167,1,2,1,15,58.0,3006992.47
Barra da Tijuca,246,3,5,2,24,53.0,3463265.09
Copacabana,118,3,4,3,15,41.0,1256140.12
Copacabana,110,4,6,2,4,35.0,997300.97
Barra da Tijuca,67,1,1,0,1,28.0,775220.2
Recreio,26,3,3,3,24,4.0,147287.8
Laranjeiras,187,5,5,2,10,18.0,1689133.14
Leblon,345,2,3,3,5,0.0,9055219.56
Vila Isabel,96,5,6,2,5,21.0,624149.32
Botafogo,168,4,5,3,2,28.0,1677057.91
Leblon,329,3,4,3,4,36.0,6643423.95
Flamengo,276,5,6,0,19,21.0,3152493.66
Laranjeiras,26,5,6,0,16,15.0,299505.09
Centro,187,2,4,0,14,42.0,1012083.46
Ipanema,71,5,5,3,0,,1162618.37
Ipanema,105,1,1,0,16,7.0,1286196.23
Barra da Tijuca,105,1,3,1,24,41.0,1393726.21
Recreio,224,1,2,3,23,35.0,1886794.1
Santa Teresa,89,2,2,1,9,52.0,563197.51
Tijuca,106,5,6,0,15,44.0,597808.46
Leblon,98,4,4,1,7,54.0,1864795.74
Santa Teresa,140,4,4,0,22,39.0,962160.59
Leblon,238,1,1,1,22,,4336463.26
Copacabana,154,3,3,2,5,10.0,1784377.36
Recreio,131,2,4,2,12,31.0,1064661.7
Recreio,193,3,5,2,5,56.0,1002093.58
Centro,224,2,3,0,15,47.0,1198537.92
Grajau,29,2,4,3,7,24.0,164899.38
Grajau,314,5,5,1,17,55.0,1551138.38
Tijuca,322,3,4,1,24,18.0,2788203.23
Santa Teresa,220,3,3,2,21,1.0,1646257.65
Centro,211,1,3,0,4,47.0,1118767.39
Ipanema,250,4,5,1,3,24.0,4080515.01
Santa Teresa,168,3,5,1,20,2.0,1101749.37
Leblon,143,2,3,0,2,12.0,3598127.41
Meier,139,4,5,3,10,4.0,823280.62
Laranjeiras,76,1,3,1,24,59.0,603794.35
Botafogo,298,3,5,0,11,50.0,2985592.8
Tijuca,129,5,5,1,0,55.0,859178.95
Jacarepagua,117,3,5,3,24,10.0,769450.89
Grajau,338,1,3,2,17,48.0,2131653.07
Botafogo,189,2,2,2,8,33.0,1905924.66
Centro,227,1,3,3,15,,1270796.41
Recreio,104,3,3,0,15,40.0,579671.26
Ipanema,115,2,3,2,13,57.0,1627068.99
Flamengo,261,1,1,1,24,27.0,3051578.71
Vila Isabel,171,4,4,2,19,1.0,1316970.09
Meier,73,1,2,3,6,50.0,260498.15
Leblon,296,2,4,0,24,11.0,8026968.05
Leblon,155,5,6,0,24,10.0,3459815.37
Recreio,242,1,2,3,1,37.0,1156128.8
Jacarepagua,135,2,4,1,7,47.0,739260.77
Meier,207,2,2,1,15,47.0,803503.65
Botafogo,277,3,5,0,21,52.0,3157043.13
Jacarepagua,312,2,2,1,17,53.0,1749895.22
Tijuca,92,5,6,0,14,7.0,688114.84
Flamengo,243,1,3,0,7,18.0,2446395.72
Laranjeiras,322,5,5,0,2,43.0,3307147.84
Centro,233,3,4,0,22,23.0,1579325.54
Copacabana,71,1,3,3,13,,742442.55
Santa Teresa,86,1,3,3,11,27.0,899945.59
Copacabana,90,1,1,3,24,27.0,1064757.82
Santa Teresa,59,2,3,0,4,1.0,520839.06
Copacabana,269,2,2,1,6,36.0,2343499.44
Jacarepagua,338,4,5,1,21,51.0,1250108.75
Ipanema,192,2,3,2,7,49.0,2584018.76
Ipanema,219,4,4,0,23,20.0,3978587.19
Flamengo,276,2,4,0,21,40.0,2560342.57
Flamengo,160,2,3,3,2,11.0,1201895.89
Ipanema,178,2,3,1,11,38.0,3009314.98
Santa Teresa,216,2,2,3,18,24.0,1451043.3
Tijuca,124,5,5,0,12,55.0,779964.82
Tijuca,45,2,3,3,5,42.0,311616.62
Tijuca,209,2,3,2,1,4.0,1452240.89
Recreio,292,5,5,3,0,52.0,1571145.96
Leblon,48,4,6,2,4,43.0,1041321.6
Recreio,95,1,2,3,6,12.0,884190.72
Botafogo,110,5,5,1,7,16.0,1178427.2
Copacabana,286,1,2,1,21,10.0,4396296.96
Barra da Tijuca,188,1,1,0,12,18.0,2386925.61
Flamengo,198,3,3,0,3,,1312304.4
Laranjeiras,234,4,4,3,2,,1392746.76
Barra da Tijuca,114,1,1,1,3,33.0,1235722.17
Tijuca,256,4,5,0,7,21.0,1984424.82
Laranjeiras,34,1,3,1,18,21.0,380790.17
Flamengo,61,4,4,1,1,57.0,439876.54
Vila Isabel,290,1,1,2,10,11.0,2210743.99
Grajau,238,3,3,0,11,45.0,1318382.76
Vila Isabel,82,4,4,0,3,59.0,336686.08
Santa Teresa,167,2,2,2,1,51.0,804291.5
Recreio,41,4,4,0,5,43.0,259118.46
Barra da Tijuca,243,4,6,1,3,53.0,1908217.57
Tijuca,270,4,5,2,19,13.0,2698177.3
Botafogo,115,2,3,2,22,59.0,1055156.38
Laranjeiras,138,4,6,0,15,5.0,1354384.34
Flamengo,101,4,4,2,18,0.0,1385262.76
Vila Isabel,151,2,2,0,19,11.0,817238.07
Leblon,113,4,5,0,21,36.0,2206226.14
Jacarepagua,105,5,6,0,2,14.0,769257.74
Botafogo,164,5,5,2,24,38.0,1601228.54
Grajau,304,4,5,2,11,6.0,2976948.64
Tijuca,272,4,4,2,13,,1930753.51
Leblon,121,5,5,0,19,13.0,3259302.06
Meier,331,2,3,1,12,31.0,1957128.15
Grajau,93,4,6,0,6,7.0,647216.98
Grajau,320,1,3,1,0,58.0,1473932.23
Ipanema,125,2,4,0,4,22.0,2007181.11
Tijuca,200,5,6,2,2,36.0,1058390.06
Leblon,91,2,2,3,9,29.0,1771038.41
